Country Name,Año,Migración neta,Desempleo,PIB per cápita (US$ a precios actuales),hdi,Esperanza_vida,Año_prom_esc,PBI_per_cap_aj
Costa Rica,2005,7022.0,6.57,4643.45856992587,0.74,78.5053,7.825407987,13647.15678
Costa Rica,2006,6651.0,5.74,5188.36179215965,0.747,78.5145,7.836508898,14575.16346
Costa Rica,2007,6273.0,4.49,6055.08677891562,0.756,78.4621,8.012720108,15613.4116
Costa Rica,2008,5833.0,4.78,6841.91145979684,0.765,78.4451,8.288009644,16242.12399
Costa Rica,2009,5283.0,7.71,6737.86075359038,0.769,78.6721,8.359669685,15661.61363
Costa Rica,2010,4728.0,7.17,8147.24398481032,0.772,78.6704,8.230690002,16318.32297
Costa Rica,2011,4258.0,9.52,9137.45510202159,0.782,79.3477,8.351329803,16811.46478
Costa Rica,2012,3983.0,9.11,9971.65165625728,0.786,79.2827,8.412119865,17457.3481
Costa Rica,2013,3950.0,8.22,10633.2665598785,0.792,79.4034,8.581184864,17594.06705
Costa Rica,2014,3996.0,8.5,10737.6788753949,0.796,78.7741,8.750249863,17919.03127
Costa Rica,2015,4065.0,8.42,11529.9551735671,0.798,79.0857,8.584500313,18327.60822
Costa Rica,2016,4150.0,8.09,11899.8139783719,0.803,79.4592,8.564390182,18902.33613
Costa Rica,2017,4196.0,7.73,12118.1336180615,0.807,79.3769,8.643780231,19283.51036
Costa Rica,2018,4198.0,9.01,12383.1499469519,0.811,79.4835,8.72317028,19562.35999
Costa Rica,2019,4154.0,10.81,12669.3411617396,0.819,79.4272,8.763615131,19684.85681
Costa Rica,2020,2084.0,16.43,12179.2566742377,0.816,79.277,8.804059982,18753.91088
Costa Rica,2021,2084.0,15.14,12537.2567461753,0.809,77.0232,8.804059982,19974.27358
Cuba,1990,-15438.0,,2695.61486458131,0.68,74.0389,8.794557697,5270.81556
Cuba,1991,-20665.0,7.904,2269.64557765794,0.674,74.093,8.942269906,4686.090473
Cuba,1992,-21867.0,8.056,2048.06883870462,0.668,74.1615,9.089982115,4135.772262
Cuba,1993,-24358.0,8.255,2063.22212319205,0.659,74.2608,9.237694325,3500.641719
Cuba,1994,-27272.0,8.146,2613.00503947034,0.656,74.4106,9.385406534,3508.315058
Cuba,1995,-28713.0,8.27,2784.90260522494,0.659,74.6231,9.533118744,3554.707498
Cuba,1996,-25052.0,7.61,2281.97555037471,0.67,74.9026,9.62629106,3825.443167
Cuba,1997,-34305.0,7.1,2306.38394039568,0.674,75.2223,9.719463377,3916.321718
Cuba,1998,-32396.0,6.23,2332.50821705533,0.678,75.5639,9.812635694,3911.467378
Cuba,1999,-30770.0,6.26,2562.27410535087,0.685,75.8926,9.90580801,4133.423944
Cuba,2000,-24942.0,5.45,2752.20378269319,0.693,76.1831,9.998980327,4351.611279
Cuba,2001,-22329.0,4.08,2844.24443674985,0.7,76.4208,10.08533516,4495.398917
Cuba,2002,-23874.0,3.31,3007.19307369322,0.706,76.6124,10.17168999,4548.737109
Cuba,2003,-19525.0,2.33,3205.68839767994,0.714,76.7729,10.30446396,4706.492493
Cuba,2004,-13532.0,1.85,3403.29616311163,0.728,76.9116,10.43723793,4961.62689
Cuba,2005,-11973.0,1.95,3791.87300608904,0.741,77.0469,10.5700119,5524.000434
Cuba,2006,-9462.0,1.91,4336.87332999361,0.761,77.1788,10.70278587,6210.383745
Cuba,2007,-14434.0,1.79,4814.85487568512,0.775,77.3072,10.83555984,6635.849547
Cuba,2008,-24636.0,1.58,4992.82449445836,0.784,77.4294,10.96833382,6910.944542
Cuba,2009,-30328.0,1.67,5094.43756186586,0.784,77.5483,11.10110779,6952.556565
Cuba,2010,-27718.0,2.5,5275.53260105122,0.78,77.661,11.23388176,7150.053355
Cuba,2011,-28752.0,3.18,6106.0067919258,0.777,77.7597,11.36665573,7394.688924
Cuba,2012,-17531.0,3.46,6467.33791422804,0.773,77.8328,11.4994297,7617.849884
Cuba,2013,-15301.0,3.29,6814.24384354868,0.769,77.8698,11.63700714,7822.470876
Cuba,2014,-14543.0,2.7,7117.52691001591,0.771,77.8533,11.77623054,7878.597597
Cuba,2015,-14372.0,2.4,7683.75789050585,0.773,77.772,11.91711958,8217.14833
Cuba,2016,-14454.0,2.0,8055.88990736388,0.774,77.643,12.0596942,8241.72571
Cuba,2017,-14498.0,1.7,8543.36096849045,0.779,77.5286,12.20397456,8388.369
Cuba,2018,-14219.0,1.7,8831.90722233737,0.783,77.4962,12.34998107,8573.741653
Cuba,2019,-13686.0,1.2,9139.41585605765,0.788,77.6112,12.49773438,8748.733509
Cuba,2020,-7068.0,1.4,9499.59020230432,0.781,77.5673,12.49773438,7809.171181
Cuba,2021,-7068.0,1.473,,0.764,73.6829,12.49773438,7878.847482
República Dominicana,1990,-27399.0,,992.238964207372,0.577,67.1102,5.26625239,5941.065938
República Dominicana,1991,-29349.0,6.431,1349.81323757726,0.583,67.6254,5.397396418,5917.782034
República Dominicana,1992,-29822.0,6.294,1562.52204746248,0.593,68.0842,5.528540447,6453.482482
República Dominicana,1993,-30265.0,6.343,1726.62547910699,0.6,68.4715,5.659684475,6690.139357
República Dominicana,1994,-30721.0,6.413,1896.02011717605,0.607,68.7917,5.790828503,6784.885218
República Dominicana,1995,-29610.0,6.379,2114.09059968729,0.613,68.9884,5.921972532,7048.243521
República Dominicana,1996,-29875.0,6.383,2276.69837399209,0.62,69.0969,6.03057618,7397.389439
República Dominicana,1997,-30020.0,6.352,2456.1059266301,0.627,69.1664,6.139179829,7919.734845
República Dominicana,1998,-30030.0,6.388,2616.74548008741,0.633,69.0964,6.247783477,8299.853678
República Dominicana,1999,-30104.0,6.405,2631.74358047799,0.64,69.2794,6.356387126,8632.926096
República Dominicana,2000,-30231.0,6.43,2845.84660974677,0.646,69.4232,6.464990774,8917.383134
República Dominicana,2001,-30371.0,7.26,2953.24792814874,0.651,69.6416,6.542857541,8998.862406
República Dominicana,2002,-30477.0,6.78,3085.51786572269,0.657,69.923,6.620724308,9273.289374
República Dominicana,2003,-30549.0,6.94,2399.49812260147,0.659,70.2649,6.698591075,8803.884372
República Dominicana,2004,-30709.0,6.3,2468.43681503623,0.663,70.3305,6.776457842,8739.67852
República Dominicana,2005,-30883.0,6.59,3903.81518384433,0.674,70.8752,6.854324609,9742.487438
República Dominicana,2006,-30977.0,5.65,4080.04571382126,0.683,71.1654,7.012107268,10546.32662
República Dominicana,2007,-30898.0,5.16,4676.07911069651,0.692,71.371,7.169889927,11175.89734
República Dominicana,2008,-30605.0,4.76,5053.33029118417,0.697,71.6577,7.193096638,11557.87602
República Dominicana,2009,-30468.0,5.47,5002.1532330508,0.701,71.871,7.216303349,11518.0918
República Dominicana,2010,-30489.0,5.21,5509.56805406696,0.708,72.0933,7.239510059,12327.3468
República Dominicana,2011,-30572.0,6.09,5859.38154480292,0.713,72.2212,7.330570221,12529.5448
República Dominicana,2012,-30615.0,6.72,6049.47161121834,0.718,72.5142,7.429090023,12707.22497
República Dominicana,2013,-30563.0,7.35,6171.29506392047,0.722,72.7127,7.516860008,13067.09635
República Dominicana,2014,-30449.0,6.72,6533.67096798065,0.728,72.8665,7.650459766,13814.06229
República Dominicana,2015,-30310.0,7.61,6838.9367346602,0.736,72.9531,7.718160152,14694.1036
República Dominicana,2016,-30181.0,7.28,7191.06971254766,0.755,72.9867,9.044050217,15462.20861
República Dominicana,2017,-30055.0,5.83,7513.49795078555,0.757,73.0629,8.936204255,15941.67145
República Dominicana,2018,-29944.0,5.86,7947.1593538657,0.764,73.2323,9.106114462,16958.43305
República Dominicana,2019,-29830.0,6.18,8173.34464573914,0.771,73.5767,9.306864107,17572.69314
República Dominicana,2020,-14966.0,6.13,7167.91493205787,0.764,72.8894,9.306864107,16164.89952
República Dominicana,2021,-14966.0,7.7,8476.7496882797,0.767,72.6146,9.306864107,17989.60037
Ecuador,1990,-15159.0,,1458.32687154356,0.651,69.3477,6.75150013,7642.568196
Ecuador,1991,-21384.0,4.439,1589.75217357078,0.652,69.6253,6.808366579,7900.167909
Ecuador,1992,-34721.0,4.589,1657.85872039798,0.658,70.1172,6.865233029,7992.61883
Ecuador,1993,-41843.0,4.615,1701.159458991,0.662,70.3451,6.922099478,8054.395535
Ecuador,1994,-44398.0,4.49,2001.17815885333,0.667,70.7571,6.978965928,8244.368422
Ecuador,1995,-45172.0,4.632,2113.2636522054,0.671,71.0408,7.035832377,8277.378363
Ecuador,1996,-46046.0,4.683,2142.3286405069,0.674,71.362,7.092698827,8216.919279
Ecuador,1997,-47259.0,4.538,2349.21868534704,0.679,71.6815,7.149565276,8426.618844
Ecuador,1998,-47999.0,4.622,2293.65582793553,0.684,72.045,7.206431725,8489.529609
Ecuador,1999,-46434.0,5.189,1582.75860694668,0.683,72.4634,7.263298175,7743.162499
Ecuador,2000,-41899.0,4.8,1451.53088517998,0.687,72.8394,7.320164624,7662.708399
Ecuador,2001,-34968.0,4.25,1904.81367007224,0.693,73.2395,7.377031074,7967.029533
Ecuador,2002,-28089.0,4.899,2184.209243808,0.698,73.6134,7.433897523,8191.207779
Ecuador,2003,-22605.0,5.66,2438.34368429156,0.703,73.9751,7.490763973,8250.353256
Ecuador,2004,-20921.0,5.0,2703.56567057465,0.71,74.2788,7.547630422,8747.668
Ecuador,2005,-16816.0,3.78,3014.3100093159,0.715,74.5144,7.604496872,9107.982948
Ecuador,2006,-12621.0,3.55,3340.84090289849,0.72,74.689,7.661363321,9385.692493
